query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
цеолит для кошек,цеолит для кошек,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
футболка для фитнеса женская короткая,футболка для фитнеса женская короткая,['футболка'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
защитное стекло тесно спарк 10,защитное стекло тесно спарк 10,['защитное стекло'],[],[],[],[],[],[],['стекло'],[],[],['construction'],[],3
вишни пришивные,вишни пришивные,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
разделочная доска бабушке,разделочная доска бабушке,[],[],[],[],[],[],[],[],[],[],['games'],[],1
шорты для новорожденных девочек набор,шорты для новорожденных девочек набор,['шорты'],[],[],[],[],[],[],[],['newborn'],[],['clothing'],[],3
боксерские перчатки 8 10 унций,боксерские перчатки 8 10 унций,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
messenger bag мужская,messenger bag мужская,[],[],[],[],[],[],[],[],['men'],[],['clothing'],[],2
шкаф для одежды угловой деревянный,шкаф для одежды угловой деревянный,['шкаф'],[],[],[],[],[],[],['дерево'],[],[],['furniture'],[],3
садовый умывальник с подогревом,садовый умывальник с подогревом,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
модем для интернета для ноутбука мтс,модем для интернета для ноутбука мтс,['роутер'],[],[],[],[],['мтс'],[],[],[],[],['electronics'],[],3
перфоратор bosch аккумуляторный реплика,перфоратор bosch аккумуляторный реплика,['перфоратор'],[],[],[],[],['bosch'],[],[],[],['battery'],['tools'],True,5
электровелосипед с сиденьем,электровелосипед с сиденьем,[],[],[],[],[],[],[],[],[],['electric'],['sports'],[],2
указка для учителя деревянная 1 метр,указка для учителя деревянная 1 метр,[],[],[],[],"[{'value': 1.0, 'unit': 'm', 'type': 'dimension'}]",[],[],[],[],[],['stationery'],[],2
вешалка для одежды настенная 60 см,вешалка для одежды настенная 60 см,[],[],[],[],"[{'value': 60.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],2
lotta капсулы,lotta капсулы,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
ультрафиолетовый от комаров,ультрафиолетовый от комаров,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
плюшевый мем,плюшевый мем,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
возбудитель для двоих,возбудитель для двоих,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
термос тайник,термос тайник,['контейнер'],[],[],[],[],[],[],[],[],[],['dishes'],[],2
ботинки женские демисезонные на каблуке 5 см белые,ботинки женские демисезонные на каблуке 5 см белые,['ботинки'],[],['белый'],[],"[{'value': 5.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],['women'],[],['footwear'],[],5
wifi роутер с сим-картой для дачи,wifi роутер с сим-картой для дачи,['роутер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
жидкие гвозди для плинтуса белый,жидкие гвозди для плинтуса белый,[],[],['белый'],[],[],[],[],[],[],[],['pets'],[],2
ботинки ecco grainer m,ботинки ecco grainer m,['ботинки'],[],[],['M'],[],[],[],[],[],[],['footwear'],[],3
секатор садовый профессиональный универсальный,секатор садовый профессиональный универсальный,['секатор'],[],[],[],[],[],[],[],[],[],['garden'],[],2
брелок фанта,брелок фанта,[],[],[],[],[],[],[],[],[],[],[],[],0
wifi адаптер для ноутбука 5g,wifi адаптер для ноутбука 5g,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
журнальный столик с зарядкой,журнальный столик с зарядкой,['зарядное устройство'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
шпилька 2 птс 4,шпилька 2 птс 4,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
canbebe подгузники,canbebe подгузники,['подгузники'],[],[],[],[],['canbebe'],[],[],[],[],['kids'],[],3
коты воители гроза ежевичной звезды,коты воители гроза ежевичной звезды,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
наручники для игр 18 для кровати,наручники для игр 18 для кровати,['кровать'],[],[],[],[],[],[],[],[],[],['kids'],[],2
atemi 5000 pro,atemi 5000 pro,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
табурет для кухни 2 шт мягкий со спинкой,табурет для кухни 2 шт мягкий со спинкой,['стул'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
гильзы для сигарет 6.5,гильзы для сигарет 6.5,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
плиткорез 700 мм,плиткорез 700 мм,[],[],[],[],"[{'value': 700.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['construction'],[],2
чепчик для новорожденного на кнопках,чепчик для новорожденного на кнопках,[],[],[],[],[],[],[],[],['newborn'],[],['kids'],[],2
крестильное платье для девочки 68,крестильное платье для девочки 68,['платье'],[],[],['68 см'],[],[],[],[],['girls'],[],['clothing'],[],4
медиаторы 0.71 мм,медиаторы 0.71 мм,[],[],[],[],"[{'value': 0.71, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['supplements'],[],2
ушм зубр 125 аккумуляторная,ушм зубр 125 аккумуляторная,['болгарка'],[],[],['125 см'],[],[],[],[],[],['battery'],['tools'],[],4
опрыскиватель туман ручной,опрыскиватель туман ручной,['опрыскиватель'],[],[],[],[],[],[],[],[],['manual'],['appliances'],[],3
familia полотенца,familia полотенца,['полотенце'],[],[],[],[],['familia'],[],[],[],[],['construction'],[],3
ковер 110 320,ковер 110 320,['ковер'],[],[],[],"[{'width': 110, 'height': 320, 'unit': 'cm', 'type': 'textile'}]",[],[],[],[],[],['home_textile'],[],3
кукла для девочки мягкая большая,кукла для девочки мягкая большая,['кукла'],[],[],[],[],[],[],[],['girls'],[],['kids'],[],3
чехол для одежды 110 см,чехол для одежды 110 см,['чехол'],[],[],[],"[{'value': 110.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],3
наклейки рыболовные,наклейки рыболовные,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
москитная сетка антипыль рулон,москитная сетка антипыль рулон,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
шляпа морской стиль,шляпа морской стиль,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
cyberpunk 2077 nintendo switch 2,cyberpunk 2077 nintendo switch 2,['компьютерная игра'],[],[],[],[],[],[],[],[],[],['games'],[],2
фетр с блестками,фетр с блестками,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
перчатки рабочие с обливом летние,перчатки рабочие с обливом летние,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
насадка на унитаз детская с лесенкой,насадка на унитаз детская с лесенкой,['сантехника'],[],[],[],[],[],[],[],['kids'],[],['kids'],[],3
стол пластиковый садовый овальный,стол пластиковый садовый овальный,['стол'],[],[],[],[],[],[],['пластик'],[],[],['furniture'],[],3
ручка для перфоратора боковая,ручка для перфоратора боковая,['ручка'],[],[],[],[],[],[],[],[],[],['tools'],[],2
kirin g2 pro,kirin g2 pro,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
совок с щеткой белый,совок с щеткой белый,[],[],['белый'],[],[],[],[],[],[],[],['clothing'],[],2
холодильник indesit its 5180,холодильник indesit its 5180,['холодильник'],[],[],[],[],['indesit'],[],[],[],[],['appliances'],[],3
игровой ноутбук lenovo,игровой ноутбук lenovo,['ноутбук'],[],[],[],[],['lenovo'],[],[],[],[],['electronics'],[],3
